material,historical_price,location,month,demand,supply,predicted_price
plastic,35.65,Delhi,6,37,65,38.77
aluminium,146.37,Delhi,3,48,82,127.25
pcb,246.25,Bengaluru,8,54,72,232.65
steel,59.78,Bengaluru,4,45,52,56.08
plastic,37.61,Delhi,1,93,83,36.22
battery,79.66,Chennai,10,53,82,74.65
battery,105.66,Kolkata,5,85,61,116.49
aluminium,184.88,Mumbai,2,44,37,181.56
plastic,37.45,Bengaluru,2,80,64,36.18
aluminium,185.44,Mumbai,8,95,95,197.48
plastic,30.74,Chennai,8,43,92,31.64
copper,665.67,Bengaluru,5,40,45,668.16
plastic,40.4,Chennai,11,78,82,45.65
copper,712.25,Chennai,8,57,56,706.86
battery,106.44,Mumbai,8,54,49,106.23
pcb,252.8,Mumbai,7,65,81,304.05
pcb,269.27,Kolkata,7,64,42,269.23
battery,97.72,Kolkata,12,56,30,116.79
steel,72.02,Chennai,4,71,54,77.33
aluminium,197.02,Chennai,6,57,57,202.17
pcb,285.55,Mumbai,5,60,55,314.97
steel,65.86,Mumbai,10,58,50,72.22
steel,58.94,Delhi,6,44,39,68.34
copper,809.89,Delhi,11,75,82,838.98
battery,87.42,Kolkata,6,36,35,93.79
battery,95.71,Bengaluru,6,95,67,109.72
plastic,47.28,Hyderabad,9,72,32,46.44
battery,103.33,Mumbai,1,75,79,92.22
copper,676.85,Hyderabad,6,76,94,726.6
pcb,224.64,Kolkata,5,37,62,195.43
copper,788.1,Mumbai,7,82,79,876.08
plastic,44.8,Chennai,2,81,36,45.0
aluminium,178.36,Bengaluru,9,93,73,175.27
battery,88.39,Mumbai,4,63,97,89.42
aluminium,165.31,Hyderabad,6,68,94,164.13
aluminium,231.8,Mumbai,2,76,30,227.15
plastic,37.58,Mumbai,8,48,75,40.17
plastic,34.6,Kolkata,4,72,90,31.2
copper,752.72,Mumbai,2,42,33,703.54
pcb,247.25,Hyderabad,1,75,75,202.12
copper,698.96,Kolkata,2,92,73,589.24
copper,632.3,Hyderabad,12,67,94,689.47
plastic,34.82,Bengaluru,2,50,78,29.83
steel,74.56,Bengaluru,7,93,56,84.85
plastic,41.43,Kolkata,4,61,32,38.46
pcb,245.13,Delhi,10,48,73,240.08
battery,88.52,Chennai,7,59,58,91.76
battery,93.58,Delhi,7,60,70,94.23
plastic,35.11,Chennai,2,38,58,30.4
aluminium,158.07,Delhi,9,41,77,134.22
steel,65.71,Chennai,5,52,66,68.05
plastic,36.01,Kolkata,4,54,82,32.0
steel,59.92,Bengaluru,5,38,41,64.06
steel,67.99,Bengaluru,11,65,66,72.96
battery,67.44,Kolkata,5,42,80,61.27
copper,732.16,Kolkata,7,64,56,718.82
copper,750.43,Mumbai,8,77,82,784.55
plastic,44.34,Bengaluru,5,94,52,49.85
pcb,238.15,Kolkata,12,37,63,255.27
aluminium,179.74,Hyderabad,10,45,40,164.27
aluminium,188.03,Hyderabad,11,74,79,174.06
steel,64.83,Chennai,10,63,56,66.28
battery,82.51,Hyderabad,4,45,86,75.02
steel,60.08,Delhi,7,51,48,66.62
battery,112.82,Hyderabad,5,95,76,113.11
plastic,31.88,Chennai,1,77,89,29.09
battery,102.58,Bengaluru,5,57,33,111.0
copper,710.14,Hyderabad,3,58,47,605.59
plastic,37.73,Chennai,3,41,47,35.83
battery,107.55,Hyderabad,7,91,75,109.32
aluminium,195.79,Mumbai,8,63,70,204.38
pcb,308.89,Bengaluru,10,79,60,289.34
plastic,40.87,Delhi,1,67,45,36.36
plastic,35.78,Bengaluru,3,69,91,32.96
plastic,33.26,Hyderabad,12,58,94,35.41
copper,710.28,Bengaluru,2,82,76,556.71
battery,110.28,Mumbai,1,85,67,104.87
pcb,244.52,Mumbai,2,37,61,224.94
battery,125.37,Chennai,8,90,45,125.78
plastic,33.82,Hyderabad,8,35,50,31.14
plastic,41.92,Mumbai,3,90,71,45.95
steel,59.62,Kolkata,2,67,31,58.23
steel,63.91,Bengaluru,9,92,83,61.18
aluminium,195.25,Mumbai,1,86,81,184.99
steel,65.5,Chennai,6,38,47,68.76
copper,801.49,Mumbai,9,88,60,899.89
battery,118.63,Mumbai,7,78,35,137.27
plastic,34.15,Hyderabad,3,50,56,31.08
steel,56.94,Hyderabad,9,67,99,47.37
aluminium,201.43,Hyderabad,3,83,59,175.78
copper,953.75,Mumbai,11,88,33,1153.36
pcb,285.36,Kolkata,10,88,55,295.74
plastic,41.6,Chennai,7,82,79,43.79
pcb,266.49,Chennai,2,87,71,243.07
plastic,40.76,Kolkata,7,54,30,44.62
battery,97.6,Chennai,6,78,76,113.84
pcb,299.91,Mumbai,7,95,73,343.36
aluminium,194.01,Bengaluru,10,70,43,190.19
pcb,321.29,Delhi,5,77,53,332.24
battery,80.67,Mumbai,9,55,82,82.16
pcb,229.04,Mumbai,9,39,62,219.62
battery,112.73,Delhi,7,91,50,130.98
aluminium,228.32,Kolkata,9,86,43,206.9
battery,113.14,Chennai,10,54,43,109.98
copper,682.82,Chennai,10,72,91,589.9
copper,880.98,Mumbai,1,90,43,814.61
steel,43.0,Delhi,12,37,100,49.59
aluminium,158.62,Hyderabad,2,37,76,111.62
battery,82.47,Hyderabad,2,51,62,71.48
copper,758.86,Delhi,1,75,55,688.29
aluminium,223.62,Chennai,6,75,35,228.97
battery,106.92,Chennai,2,90,57,109.44
aluminium,186.3,Delhi,10,93,91,198.13
aluminium,172.28,Chennai,12,58,77,185.47
pcb,307.14,Kolkata,12,85,31,340.79
battery,92.12,Delhi,2,77,59,89.07
plastic,42.58,Hyderabad,9,88,68,38.64
copper,733.53,Kolkata,8,76,57,662.13
copper,664.0,Hyderabad,1,46,50,478.21
aluminium,228.65,Mumbai,9,83,51,215.86
plastic,49.03,Mumbai,4,72,33,55.05
aluminium,155.34,Delhi,3,40,74,136.54
battery,79.11,Kolkata,2,50,82,60.23
steel,61.91,Bengaluru,11,94,76,73.53
copper,803.34,Delhi,8,86,87,763.73
plastic,32.1,Bengaluru,2,54,96,25.03
aluminium,216.97,Chennai,11,78,64,230.22
copper,836.08,Kolkata,11,84,36,904.91
aluminium,183.2,Delhi,6,67,80,197.2
copper,646.89,Chennai,11,66,98,685.4
plastic,38.73,Bengaluru,2,89,62,37.36
steel,54.97,Chennai,3,84,97,51.64
pcb,262.59,Hyderabad,3,69,87,204.77
steel,55.7,Kolkata,1,42,54,36.82
aluminium,194.61,Mumbai,8,93,100,203.81
battery,87.52,Bengaluru,1,83,85,67.84
aluminium,237.19,Chennai,5,86,40,241.89
battery,90.83,Delhi,9,41,55,88.8
battery,107.56,Chennai,3,78,51,108.62
aluminium,145.95,Kolkata,4,51,97,134.28
plastic,35.61,Bengaluru,9,58,93,28.36
plastic,43.69,Delhi,8,77,55,45.81
pcb,256.98,Delhi,9,87,85,258.98
pcb,320.21,Mumbai,11,69,42,351.34
steel,73.62,Bengaluru,6,91,85,73.13
aluminium,189.94,Mumbai,7,65,79,204.79
steel,56.71,Hyderabad,10,77,84,53.08
steel,65.17,Bengaluru,4,89,80,65.38
copper,788.07,Mumbai,3,68,74,740.84
plastic,38.97,Delhi,2,62,59,37.57
copper,663.57,Bengaluru,3,67,99,510.75
aluminium,254.14,Delhi,6,80,30,268.28
battery,75.21,Hyderabad,8,47,79,71.84
battery,85.25,Chennai,2,67,88,69.9
battery,98.62,Bengaluru,3,41,40,88.01
pcb,311.46,Hyderabad,12,61,33,354.17
steel,68.55,Kolkata,5,62,45,65.33
steel,53.45,Bengaluru,9,37,81,42.89
plastic,48.44,Mumbai,12,86,43,60.04
battery,104.32,Kolkata,4,90,97,93.45
plastic,34.59,Hyderabad,3,70,86,28.53
pcb,260.25,Bengaluru,5,92,71,304.7
steel,56.79,Hyderabad,1,56,59,47.95
pcb,288.97,Hyderabad,6,91,76,313.11
aluminium,207.6,Chennai,10,50,34,203.35
pcb,273.77,Bengaluru,10,54,52,257.64
pcb,269.25,Mumbai,9,55,83,246.5
battery,68.13,Hyderabad,3,43,88,54.74
aluminium,161.13,Kolkata,9,70,66,131.73
steel,80.64,Mumbai,11,73,45,90.44
plastic,46.58,Bengaluru,7,68,43,48.69
aluminium,197.41,Bengaluru,9,83,78,190.12
copper,822.42,Bengaluru,11,93,79,879.02
plastic,39.32,Mumbai,1,94,93,35.94
plastic,32.98,Kolkata,4,58,89,29.57
aluminium,191.28,Mumbai,1,67,58,196.16
pcb,338.33,Kolkata,5,83,43,316.96
plastic,38.32,Kolkata,12,86,94,45.03
pcb,233.49,Bengaluru,12,47,53,273.78
copper,791.61,Chennai,8,90,51,841.6
plastic,41.22,Bengaluru,11,73,50,49.47
steel,72.03,Chennai,9,85,73,66.01
plastic,41.26,Hyderabad,2,70,38,36.86
pcb,276.25,Hyderabad,10,55,53,255.04
pcb,318.95,Delhi,10,77,41,328.63
copper,805.03,Delhi,3,68,44,725.46
steel,47.05,Hyderabad,1,41,100,30.3
steel,81.06,Chennai,5,89,34,81.06
aluminium,215.95,Bengaluru,1,92,55,191.83
aluminium,184.42,Bengaluru,5,37,33,187.53
plastic,50.75,Chennai,8,85,34,52.29
plastic,34.08,Kolkata,3,75,83,33.23
copper,848.31,Delhi,10,85,59,814.74
steel,83.89,Kolkata,12,94,43,95.21
steel,57.54,Bengaluru,5,44,52,60.26
steel,78.85,Kolkata,5,86,59,76.01
plastic,45.14,Mumbai,7,63,34,52.5
battery,107.68,Kolkata,2,73,41,92.74
copper,613.95,Bengaluru,9,50,99,479.33
plastic,33.92,Chennai,1,62,78,27.6
copper,818.12,Mumbai,12,35,37,929.61
pcb,266.78,Hyderabad,3,70,62,217.67
pcb,259.51,Chennai,6,75,75,285.9
pcb,285.78,Mumbai,4,54,32,319.65
battery,110.87,Kolkata,5,91,36,124.11
steel,50.23,Hyderabad,1,36,68,32.74
pcb,238.42,Hyderabad,10,48,90,204.65
plastic,40.5,Chennai,6,53,43,43.9
plastic,34.18,Kolkata,3,47,50,32.3
plastic,37.37,Delhi,5,59,82,41.03
pcb,257.67,Chennai,12,56,69,288.63
plastic,41.25,Chennai,2,46,31,38.55
pcb,266.53,Hyderabad,9,84,82,222.94
aluminium,228.84,Delhi,9,85,38,226.56
plastic,41.17,Hyderabad,6,64,60,47.95
pcb,207.62,Hyderabad,2,53,83,138.99
aluminium,200.84,Bengaluru,5,68,49,206.76
aluminium,153.56,Kolkata,7,48,81,138.33
pcb,266.26,Bengaluru,8,65,39,277.68
battery,85.47,Kolkata,3,55,57,83.8
battery,113.33,Bengaluru,8,69,35,121.49
plastic,45.36,Delhi,9,60,34,43.98
plastic,40.03,Chennai,11,94,92,46.33
plastic,33.51,Chennai,8,66,89,36.03
aluminium,176.53,Mumbai,4,78,91,197.86
steel,62.02,Delhi,7,56,75,61.61
aluminium,174.33,Chennai,8,92,95,182.02
steel,49.65,Mumbai,4,35,89,48.06
copper,759.52,Bengaluru,4,68,67,658.01
plastic,40.39,Kolkata,8,45,30,39.0
pcb,265.14,Kolkata,11,81,76,271.55
plastic,40.25,Bengaluru,12,46,42,44.5
copper,680.44,Mumbai,6,60,95,733.33
steel,60.87,Kolkata,9,53,37,53.58
battery,97.0,Delhi,12,44,49,111.49
steel,57.86,Mumbai,12,53,93,71.43
copper,687.51,Hyderabad,6,74,69,746.85
battery,86.3,Kolkata,7,36,57,82.98
plastic,42.49,Bengaluru,4,62,46,43.51
plastic,42.46,Delhi,4,58,46,45.89
copper,954.8,Mumbai,10,84,37,1023.82
copper,648.85,Chennai,7,57,84,625.76
plastic,48.75,Delhi,4,83,38,50.86
plastic,33.36,Hyderabad,5,35,93,28.91
copper,910.88,Delhi,2,90,33,861.17
battery,119.18,Hyderabad,10,83,41,115.81
pcb,282.2,Mumbai,4,69,72,274.91
aluminium,184.68,Mumbai,4,52,67,177.89
battery,88.33,Bengaluru,1,69,74,72.92
steel,67.89,Delhi,2,63,73,60.15
pcb,282.48,Bengaluru,5,43,33,276.16
steel,69.09,Hyderabad,9,79,48,67.44
steel,94.41,Mumbai,12,91,31,117.78
plastic,49.22,Mumbai,12,80,37,63.54
battery,87.75,Delhi,4,54,98,80.32
steel,60.54,Hyderabad,9,90,69,62.76
pcb,267.69,Kolkata,5,74,48,280.72
plastic,31.9,Chennai,2,56,78,26.94
steel,68.13,Hyderabad,11,53,60,75.29
aluminium,187.6,Kolkata,5,63,56,190.94
plastic,42.13,Chennai,3,83,54,42.09
battery,84.37,Kolkata,5,61,97,75.61
battery,124.21,Mumbai,4,72,30,126.88
copper,920.67,Mumbai,7,53,30,906.86
pcb,251.3,Delhi,3,61,72,235.19
pcb,225.06,Kolkata,1,58,91,157.39
aluminium,172.22,Chennai,12,75,88,203.99
battery,119.19,Hyderabad,7,81,33,120.8
pcb,213.54,Kolkata,8,60,98,185.5
aluminium,167.22,Mumbai,2,46,81,130.49
battery,101.21,Delhi,12,73,83,112.93
battery,72.09,Hyderabad,9,40,96,58.44
battery,85.41,Chennai,9,55,88,72.66
copper,752.6,Mumbai,5,85,91,835.61
pcb,309.09,Delhi,12,73,62,348.03
copper,633.12,Chennai,5,35,68,611.3
battery,96.36,Hyderabad,3,38,43,83.06
aluminium,192.08,Kolkata,9,42,47,157.75
aluminium,205.54,Mumbai,8,92,91,202.71
steel,62.8,Mumbai,3,44,43,62.39
steel,64.01,Bengaluru,4,51,56,59.79
aluminium,165.82,Hyderabad,1,64,76,121.4
aluminium,231.34,Kolkata,3,89,36,209.08
copper,795.49,Bengaluru,3,57,39,726.22
aluminium,196.23,Chennai,10,82,77,178.12
plastic,29.17,Kolkata,10,53,91,26.6
pcb,290.94,Chennai,10,50,41,279.62
copper,734.1,Kolkata,4,46,30,654.94
battery,90.09,Bengaluru,3,44,63,81.19
pcb,255.91,Bengaluru,4,48,69,251.21
pcb,250.32,Bengaluru,2,60,71,193.7
copper,749.79,Mumbai,5,72,81,796.09
copper,561.4,Chennai,5,35,79,522.49
copper,1003.63,Delhi,7,95,32,1008.17
steel,65.98,Chennai,4,80,77,64.92
battery,95.12,Chennai,5,41,38,107.71
copper,638.94,Kolkata,8,58,82,555.47
pcb,305.1,Chennai,7,80,53,322.93
pcb,296.48,Delhi,9,75,77,281.42
aluminium,180.65,Chennai,5,77,79,186.95
plastic,39.89,Kolkata,7,79,62,45.75
pcb,324.8,Mumbai,2,88,46,326.26
copper,542.25,Bengaluru,3,46,94,403.21
battery,107.56,Delhi,8,86,58,118.7
steel,55.41,Hyderabad,2,69,74,45.34
copper,616.46,Kolkata,9,65,83,473.04
battery,101.89,Bengaluru,2,83,51,88.05
steel,54.61,Bengaluru,2,69,98,48.95
copper,834.34,Mumbai,3,72,35,830.59
battery,86.61,Chennai,11,49,90,86.46
battery,94.04,Kolkata,5,71,63,96.77
pcb,275.04,Mumbai,5,44,42,303.67
steel,79.2,Mumbai,5,82,44,92.9
battery,109.16,Mumbai,11,91,92,120.85
pcb,258.86,Kolkata,1,93,72,234.41
steel,51.18,Kolkata,10,48,85,44.91
copper,707.4,Bengaluru,10,74,83,651.81
plastic,33.7,Delhi,9,66,97,33.07
copper,695.12,Delhi,8,68,68,689.7
copper,754.53,Bengaluru,1,69,76,528.18
battery,89.96,Chennai,1,45,58,73.64
copper,690.03,Mumbai,10,36,72,711.32
plastic,45.47,Chennai,3,94,49,46.8
pcb,251.21,Chennai,8,58,68,239.83
copper,681.16,Hyderabad,12,50,52,758.81
aluminium,186.57,Hyderabad,11,59,72,192.82
pcb,278.96,Delhi,11,59,63,306.98
pcb,290.55,Delhi,11,52,31,331.51
plastic,51.94,Mumbai,12,88,33,67.28
plastic,42.73,Mumbai,12,83,75,48.84
plastic,37.01,Delhi,4,71,88,38.82
plastic,43.24,Delhi,9,77,83,40.86
battery,94.34,Delhi,7,49,69,92.67
aluminium,159.07,Delhi,3,60,94,145.83
pcb,231.58,Hyderabad,9,49,94,156.72
pcb,298.59,Chennai,3,86,56,302.74
plastic,34.21,Bengaluru,10,61,98,30.84
aluminium,199.78,Mumbai,11,89,83,244.81
aluminium,162.84,Delhi,1,56,78,137.25
pcb,285.77,Chennai,12,85,56,369.26
steel,60.15,Mumbai,1,43,67,55.2
steel,72.39,Hyderabad,3,87,31,75.51
battery,90.82,Delhi,2,42,51,79.23
copper,976.62,Bengaluru,9,92,33,904.89
pcb,264.24,Delhi,3,53,30,249.33
battery,117.21,Chennai,6,79,56,129.11
battery,103.8,Delhi,8,72,59,115.61
aluminium,198.88,Bengaluru,7,74,56,206.9
pcb,303.26,Mumbai,9,90,84,298.77
battery,125.15,Hyderabad,10,86,34,126.11
copper,769.04,Delhi,3,91,81,712.41
plastic,31.85,Hyderabad,7,54,75,30.43
steel,54.67,Chennai,7,52,94,54.5
steel,79.86,Delhi,11,90,42,84.8
copper,974.38,Bengaluru,10,91,38,907.3
steel,65.82,Chennai,8,79,92,66.15
pcb,233.37,Delhi,8,35,86,215.12
plastic,46.42,Hyderabad,9,75,32,46.57
copper,790.71,Hyderabad,1,53,45,559.22
steel,64.88,Delhi,5,73,80,67.44
aluminium,229.81,Hyderabad,8,90,60,213.86
pcb,217.25,Mumbai,10,36,88,192.55
pcb,297.55,Bengaluru,7,90,62,320.88
pcb,253.13,Delhi,4,68,93,217.15
aluminium,176.08,Delhi,11,41,45,209.39
copper,734.54,Delhi,4,35,34,696.24
pcb,239.25,Hyderabad,8,58,63,218.52
copper,655.84,Kolkata,10,51,89,509.86
aluminium,177.98,Hyderabad,3,37,61,144.38
steel,61.37,Bengaluru,6,46,85,56.79
aluminium,168.05,Bengaluru,4,71,80,174.3
plastic,36.64,Delhi,4,76,77,42.83
battery,106.75,Delhi,5,84,60,116.17
plastic,37.95,Chennai,6,70,55,46.41
steel,49.84,Delhi,1,40,68,38.76
aluminium,204.21,Chennai,6,91,77,216.07
copper,708.21,Mumbai,10,71,88,701.99
pcb,288.33,Mumbai,12,58,52,355.94
aluminium,192.14,Chennai,7,79,96,195.28
plastic,44.38,Mumbai,10,90,57,54.46
plastic,46.69,Bengaluru,10,63,34,47.03
pcb,289.76,Delhi,7,95,73,293.82
aluminium,182.43,Hyderabad,10,88,99,175.07
pcb,256.38,Chennai,4,56,73,235.86
copper,907.46,Delhi,1,79,32,809.11
pcb,234.07,Bengaluru,9,41,65,190.1
steel,66.14,Delhi,8,61,32,69.49
steel,67.53,Kolkata,1,95,80,49.85
copper,609.34,Bengaluru,3,41,38,560.9
pcb,291.62,Mumbai,12,79,63,380.52
copper,801.82,Delhi,4,49,44,805.76
pcb,307.59,Delhi,9,95,71,302.76
steel,53.91,Kolkata,6,42,94,50.25
copper,820.06,Bengaluru,9,60,31,749.99
steel,67.36,Hyderabad,2,64,33,60.72
pcb,314.8,Bengaluru,6,73,37,326.38
aluminium,229.31,Chennai,2,95,64,205.49
plastic,38.87,Bengaluru,8,72,62,40.81
battery,109.91,Mumbai,9,64,45,118.82
copper,774.56,Mumbai,4,80,65,796.39
plastic,45.36,Bengaluru,4,56,31,45.33
copper,663.19,Hyderabad,5,50,47,714.48
plastic,35.47,Bengaluru,9,43,60,30.11
copper,739.8,Hyderabad,12,93,100,773.59
copper,742.6,Hyderabad,11,54,35,782.75
pcb,246.07,Hyderabad,10,90,100,224.87
aluminium,169.26,Bengaluru,12,39,75,179.2
plastic,40.15,Chennai,2,49,51,33.51
copper,973.9,Chennai,8,93,30,992.4
aluminium,180.52,Hyderabad,5,46,72,170.34
pcb,284.1,Kolkata,3,85,46,261.55
aluminium,147.96,Hyderabad,10,54,88,125.37
aluminium,213.38,Hyderabad,4,58,72,183.85
pcb,214.95,Chennai,9,48,90,166.39
aluminium,226.61,Bengaluru,9,87,64,198.73
steel,65.59,Chennai,10,91,95,68.79
copper,922.94,Delhi,9,87,42,922.56
copper,548.32,Kolkata,12,48,100,575.26
aluminium,155.5,Bengaluru,3,41,72,124.38
steel,71.84,Mumbai,1,92,58,68.96
copper,746.44,Delhi,3,44,67,612.21
pcb,292.6,Delhi,8,66,36,284.38
copper,858.8,Mumbai,11,69,60,894.07
copper,772.11,Kolkata,12,69,54,870.0
plastic,31.67,Kolkata,2,50,94,21.44
battery,114.0,Bengaluru,11,84,53,128.05
copper,719.98,Chennai,2,52,60,610.85
copper,776.51,Chennai,7,63,66,733.9
steel,62.92,Kolkata,1,73,60,48.31
copper,575.2,Bengaluru,8,44,88,500.76
copper,743.47,Kolkata,8,54,42,695.77
copper,701.99,Bengaluru,3,78,74,619.47
aluminium,183.48,Hyderabad,12,77,82,201.61
copper,753.79,Chennai,5,76,81,780.15
plastic,39.1,Hyderabad,1,74,70,31.05
battery,85.94,Delhi,6,36,74,92.04
copper,858.79,Mumbai,5,77,58,939.74
plastic,50.68,Mumbai,11,94,35,64.42
battery,86.17,Kolkata,11,48,69,95.16
steel,69.1,Delhi,3,87,62,73.53
pcb,237.47,Hyderabad,1,64,83,161.3
battery,128.37,Mumbai,3,94,30,143.74
aluminium,176.57,Kolkata,2,47,42,149.89
plastic,29.13,Hyderabad,11,35,85,31.25
battery,89.85,Kolkata,6,67,76,86.19
pcb,289.22,Chennai,6,78,38,333.14
battery,97.48,Bengaluru,9,56,33,96.32
aluminium,210.92,Bengaluru,9,73,67,180.82
pcb,233.49,Delhi,5,69,58,264.84
aluminium,180.15,Kolkata,2,49,61,144.06
aluminium,172.69,Bengaluru,9,47,84,136.75
battery,120.46,Mumbai,7,90,49,139.45
battery,104.48,Mumbai,3,69,42,109.09
steel,65.95,Bengaluru,9,59,50,62.0
aluminium,207.53,Mumbai,5,56,44,235.62
steel,55.75,Bengaluru,9,40,67,46.18
copper,808.35,Mumbai,10,70,57,828.51
steel,69.38,Delhi,4,46,41,78.29
steel,62.44,Mumbai,10,72,95,62.59
battery,101.22,Hyderabad,2,44,31,79.18
aluminium,181.34,Hyderabad,9,68,93,133.11
plastic,36.81,Hyderabad,12,68,55,44.88
battery,79.9,Chennai,12,50,99,85.35
battery,111.08,Chennai,11,71,58,119.86
pcb,231.33,Kolkata,9,40,40,184.42
copper,864.23,Chennai,12,60,45,944.19
battery,75.55,Kolkata,3,47,96,53.63
battery,80.17,Chennai,3,63,81,70.98
aluminium,185.3,Bengaluru,2,50,31,168.11
plastic,41.13,Chennai,11,59,55,45.8
steel,58.62,Hyderabad,11,73,90,61.38
copper,617.31,Hyderabad,7,41,66,543.61
copper,872.27,Mumbai,5,68,30,960.61
battery,119.06,Delhi,12,85,55,130.9
aluminium,202.1,Chennai,3,40,41,182.8
steel,54.58,Bengaluru,7,36,72,51.67
steel,68.37,Chennai,6,67,66,69.12
copper,706.9,Delhi,8,36,37,698.97
plastic,42.27,Bengaluru,4,74,42,43.8
battery,112.59,Mumbai,2,67,34,112.18
steel,54.3,Kolkata,6,49,77,56.07
plastic,30.23,Kolkata,2,36,76,19.94
plastic,36.69,Delhi,2,68,72,39.36
copper,538.84,Kolkata,1,49,80,354.02
battery,117.6,Chennai,12,84,54,134.9
steel,81.04,Hyderabad,10,95,39,83.91
copper,663.87,Hyderabad,4,73,97,603.25
pcb,265.91,Chennai,9,68,68,253.82
aluminium,176.25,Chennai,12,58,88,190.82
aluminium,153.72,Delhi,7,70,99,169.75
aluminium,193.52,Chennai,11,73,60,209.87
aluminium,209.66,Delhi,1,77,35,198.34
copper,753.97,Mumbai,9,79,57,783.72
steel,71.03,Delhi,9,92,45,72.88
pcb,298.37,Kolkata,12,83,83,296.71
steel,74.14,Mumbai,8,54,31,81.47
plastic,32.83,Chennai,3,43,92,25.75
steel,66.39,Chennai,6,66,60,71.0
copper,669.47,Bengaluru,1,86,93,475.8
plastic,42.64,Delhi,6,62,33,49.97
battery,93.52,Bengaluru,5,81,71,96.85
aluminium,155.97,Hyderabad,9,51,98,108.68
battery,115.1,Mumbai,3,93,65,119.16
steel,58.5,Kolkata,2,44,71,45.21
copper,869.59,Bengaluru,7,69,49,865.69
copper,962.71,Kolkata,2,90,30,791.81
pcb,255.11,Delhi,1,44,34,197.25
pcb,284.86,Chennai,1,90,69,256.01
aluminium,169.91,Bengaluru,1,44,52,148.88
aluminium,181.1,Mumbai,12,35,49,218.45
pcb,265.26,Chennai,8,91,79,259.68
plastic,32.01,Kolkata,5,39,91,28.64
battery,90.05,Bengaluru,3,51,75,76.07
copper,647.04,Delhi,9,86,100,534.43
aluminium,228.31,Kolkata,11,84,34,252.77
aluminium,216.68,Chennai,12,77,51,257.69
pcb,224.43,Mumbai,1,39,75,175.02
battery,87.17,Bengaluru,8,51,76,81.25
copper,734.42,Kolkata,12,74,82,785.36
plastic,34.27,Hyderabad,11,60,89,35.37
steel,48.92,Hyderabad,5,54,87,46.56
copper,619.8,Hyderabad,9,38,67,534.19
battery,99.46,Hyderabad,6,37,31,102.22
plastic,46.53,Delhi,7,94,47,52.4
pcb,246.97,Delhi,11,57,70,268.01
plastic,45.52,Bengaluru,10,46,37,42.6
plastic,43.05,Chennai,4,84,58,44.78
aluminium,166.35,Chennai,3,42,66,153.47
battery,73.6,Bengaluru,5,48,78,71.64
steel,82.38,Mumbai,1,86,33,75.05
plastic,33.41,Delhi,2,52,96,28.57
copper,677.76,Kolkata,8,45,78,502.78
aluminium,220.55,Hyderabad,7,77,44,224.44
copper,751.12,Chennai,4,61,57,734.65
pcb,260.76,Hyderabad,5,45,44,251.98
copper,716.33,Delhi,11,80,88,766.59
plastic,39.24,Bengaluru,3,58,63,36.17
copper,808.57,Mumbai,10,46,45,841.75
copper,648.96,Hyderabad,5,35,71,595.02
aluminium,204.23,Kolkata,12,63,72,212.12
steel,54.22,Kolkata,7,47,70,53.36
battery,95.33,Bengaluru,5,35,32,102.64
battery,99.01,Bengaluru,10,44,63,92.43
copper,734.7,Mumbai,8,56,66,762.53
battery,78.76,Kolkata,4,38,60,73.71
steel,50.09,Kolkata,1,53,85,35.33
pcb,207.23,Kolkata,4,50,80,190.42
aluminium,230.13,Chennai,11,66,42,256.8
plastic,44.57,Delhi,12,74,60,56.45
pcb,271.22,Mumbai,9,69,84,255.96
copper,804.82,Kolkata,10,65,30,750.0
copper,664.42,Hyderabad,10,67,76,636.53
aluminium,157.36,Hyderabad,2,48,54,128.03
aluminium,144.31,Kolkata,8,35,80,118.67
battery,116.28,Mumbai,11,87,56,138.37
copper,876.71,Mumbai,4,95,53,901.64
aluminium,169.48,Bengaluru,5,41,85,156.16
steel,82.75,Kolkata,8,78,32,78.31
plastic,35.37,Kolkata,9,37,45,34.04
plastic,38.93,Chennai,9,59,65,36.56
copper,800.28,Mumbai,2,52,30,743.28
aluminium,228.02,Kolkata,11,84,46,227.88
pcb,195.98,Mumbai,3,37,83,185.35
plastic,55.58,Mumbai,7,94,30,62.06
plastic,35.12,Bengaluru,4,76,73,36.78
pcb,295.43,Delhi,6,42,53,292.32
battery,103.92,Delhi,2,94,74,92.54
copper,822.16,Kolkata,8,83,42,828.18
plastic,44.77,Delhi,11,95,71,48.76
pcb,209.96,Kolkata,9,56,89,163.7
pcb,259.46,Mumbai,9,35,55,252.07
steel,58.0,Chennai,12,72,89,73.67
battery,74.7,Bengaluru,5,52,64,81.96
pcb,284.8,Bengaluru,5,93,61,304.39
copper,880.9,Bengaluru,5,64,32,921.82
plastic,41.1,Bengaluru,1,77,51,36.85
aluminium,148.23,Hyderabad,4,46,68,134.7
aluminium,174.39,Delhi,1,40,41,158.23
steel,71.18,Kolkata,7,83,64,73.47
aluminium,192.38,Hyderabad,4,85,52,181.46
copper,898.17,Delhi,3,91,42,907.31
copper,578.43,Kolkata,7,53,83,542.11
battery,104.12,Hyderabad,7,92,54,112.68
steel,78.94,Mumbai,7,93,31,93.37
copper,732.36,Mumbai,9,63,80,702.45
battery,109.0,Delhi,9,64,30,105.63
plastic,42.98,Bengaluru,10,86,61,44.26
aluminium,160.23,Chennai,9,63,98,123.2
steel,59.29,Chennai,6,39,50,65.44
battery,99.12,Mumbai,12,45,45,121.7
